CODESC;NOMESC;Dir;MUN;NIVEL SOCIOECONOMICO DOS ALUNOS
908538;CICERO BARCALA JUNIOR;CARAPICUIBA;CARAPICUIBA;5,01
908548;PAULO DE ABREU;ITAPEVI;ITAPEVI;4,17
908551;SIDRONIA NUNES PIRES;CARAPICUIBA;COTIA;3,71
908563;DOLORES GARCIA PASCHOALIN;ITAPEVI;JANDIRA;5,04
908587;ODETE MARIA DE FREITAS;TABOAO DA SERRA;EMBU DAS ARTES;4,16
908605;ELI URIAS MUZEL PROFESSOR;TABOAO DA SERRA;EMBU DAS ARTES;4,86
908617;JARDIM PAULISTA;ITAPEVI;BARUERI;4,32
908629;PAULO IDEVAR FERRAREZI SUPERVISOR;CARAPICUIBA;CARAPICUIBA;5,94
908630;OLIVEIRA RIBEIRO NETO;CARAPICUIBA;CARAPICUIBA;6,48
908642;JARDIM AMERICA DO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,91
908708;GILBERTO FREYRE;TABOAO DA SERRA;TABOAO DA SERRA;5,05
908712;AMELIA DOS ANJOS OLIVEIRA;TABOAO DA SERRA;EMBU DAS ARTES;5,19
908745;NEUSA FIGUEIREDO MARCAL PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1,21
908757;MARIA AUXILIADORA MARQUES PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;2,63
908769;VILMA APPARECIDA ANSELMO SILVEIRA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;5,14
908782;VALENTIM CARRA PROFESSOR;LESTE 3;SAO PAULO;5,43
908800;PAULO COELHO DA SILVA;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;7,03
908836;ITAJAHY FEITOSA MARTINS PROFESSOR;ITAPEVI;BARUERI;4,17
908848;JOSE DUARTE JUNIOR PROFESSOR;SUL 3;SAO PAULO;4,89
908859;PASCOAL MAIMONI FILHO PROFESSOR;GUARULHOS SUL;GUARULHOS;5,89
908861;JOSE STOROPOLI DEPUTADO;GUARULHOS NORTE;GUARULHOS;3,67
908873;ALEXANDRE LOPES OLIVEIRA;GUARULHOS SUL;GUARULHOS;4,63
908885;ROBERTO AMAURY GALLIERA DOUTOR;SANTOS;GUARUJA;5,47
908903;MARIANO BARBOSA DE SOUZA PROF;JACAREI;ARUJA;5,47
908915;MARIA ELISA DE AZEVEDO CINTRA PROFESSORA;SUZANO;SUZANO;5,33
908927;OLZANETTI GOMES PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;4,74
908939;LIBERATO GROSSI PROF;LESTE 4;SAO PAULO;5,38
908940;MARIA PRESTES MAIA;LESTE 5;SAO PAULO;4,35
908952;MANOEL DA SILVEIRA PORTO FILHO REVERENDO PROFESSOR;SUL 2;SAO PAULO;4,6
908964;YOSHIO NINOMIYA;SUL 2;SAO PAULO;4,91
908997;MENOTTI DEL PICCHIA POETA;LESTE 4;SAO PAULO;3,48
909002;ANTENOR SANTOS DE OLIVEIRA PROF;LESTE 4;SAO PAULO;5,04
909014;PARQUE SAVOY CITY II;LESTE 4;SAO PAULO;4,61
909026;A HEBRAICA;LESTE 4;SAO PAULO;4,6
909038;LAERTE PANIGHEL PROFESSOR;LESTE 1;SAO PAULO;4,36
909048;VICTORIO NAPOLEAO OLIANI PROFESSOR;LESTE 1;SAO PAULO;4,18
909051;LOURENCO ZANELATTI;LESTE 4;SAO PAULO;4,39
909063;FRANCISCO GLYCERIO DE FREITAS DR;LESTE 4;SAO PAULO;5,57
909075;WILFREDO PINHEIRO PROF;LESTE 4;SAO PAULO;4,51
909087;KIMAKO KAMADA KINOSHITA PROFA;LESTE 4;SAO PAULO;3,77
909099;JOAO SARMENTO PIMENTEL;LESTE 4;SAO PAULO;3,7
909105;VALDIR FERNANDES PINTO PROF;LESTE 4;SAO PAULO;5,29
909117;ISAAC SCHRAIBER PROFESSOR;LESTE 3;SAO PAULO;4,15
909129;SUMIE IWATA PROFESSORA;LESTE 3;SAO PAULO;5,11
909130;INAH JACY DE CASTRO AGUIAR;LESTE 4;SAO PAULO;3,85
909154;MARIA LUCIA AMBROZIO PROFA;LESTE 2;SAO PAULO;5,57
909166;CARMELINDA MARQUES PEREIRA PROFESSORA;LESTE 3;SAO PAULO;4,83
909178;ROSARITA TORKOMIAN PROFA;LESTE 2;SAO PAULO;6,05
909185;SATURNINO PEREIRA PROFESSOR;LESTE 3;SAO PAULO;5,08
909191;AURELIO BUARQUE DE HOLANDA FERREIRA PROF;LESTE 2;SAO PAULO;5,12
909208;NAIR TOLEDO DAMIAO PROFESSORA;SUL 3;SAO PAULO;4,99
909212;ALEXANDRE ANSALDO MOZZILLI PROFESSOR;SUL 3;SAO PAULO;5,51
909221;MARIA DE LOURDES TEIXEIRA;CARAPICUIBA;CARAPICUIBA;5,09
909257;ARTHUR LEITE CARRIJO PROF;ARACATUBA;ARACATUBA;4,93
909282;CAMILO SAHADE;JAU;IGARACU DO TIETE;5,26
909300;JOSE NICOLAU PIRAGINE PROFESSOR;JAU;JAU;4,23
909312;WALTER CARDOSO GALATI PROF;LINS;LINS;6,44
909324;JOSE DOMINGUES RODRIGUES PROF;AMERICANA;SANTA BARBARA D'OESTE;3,7
909359;MARIA JOSE MORAES SALLES PROFESSORA;BRAGANCA PAULISTA;BRAGANCA PAULISTA;2,86
909361;SILVIO DE CARVALHO PINTO JUNIOR DOUTOR;BRAGANCA PAULISTA;BRAGANCA PAULISTA;4,71
909373;ELZA PECANHA DE GODOY;BRAGANCA PAULISTA;PIRACAIA;4,98
909385;IVETE SALA DE QUEIROZ PROFESSORA;LIMEIRA;COSMOPOLIS;5,1
909397;PAULO JOSE OCTAVIANO PROFESSOR;CAMPINAS OESTE;CAMPINAS;5,01
909403;MARIA DE LOURDES STIPP STEFFEN PROFESSORA;CAPIVARI;INDAIATUBA;3,07
909415;CARLOS TANCLER PROFESSOR;CAPIVARI;INDAIATUBA;4,19
909427;SUZANA BENEDICTA GIGO AYRES PROFESSORA;CAPIVARI;INDAIATUBA;4,11
909488;JOSE DE ANCHIETA PADRE;JUNDIAI;ITUPEVA;3,5
909506;MARIA DE ALMEIDA SCHLEDORN PROFESSORA;JUNDIAI;JUNDIAI;3,05
909518;SEBASTIAO GOMES;MOGI MIRIM;CONCHAL;6,47
909524;CAROLINA ARRUDA VASCONCELLOS PROFESSORA;LIMEIRA;LIMEIRA;4,23
909543;AFFONSO JOSE FIORAVANTI PROFESSOR;PIRACICABA;PIRACICABA;2,62
909555;IZABEL SILVEIRA MELLO SOARES DONA (DONA SINHA);JAU;BROTAS;5,53
909567;HELOISA LEMENHE MARASCA PROFESSORA;LIMEIRA;RIO CLARO;3,55
909592;JOSE CLARET DIONISIO PROFESSOR;SUMARE;HORTOLANDIA;3,64
909609;LEONILDA ROSSI BARRIQUELO PROFESSORA;SUMARE;SUMARE;5,86
909610;ELISEO MARSON PROFESSOR;SUMARE;HORTOLANDIA;4,43
909634;DURVALINA TEIXEIRA DA FONSECA PROFESSORA;OURINHOS;SANTA CRUZ DO RIO PARDO;5,54
909646;ANTONIA BINATO SILVA VO NINA;MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;6,29
909695;JOSE CARLOS PINOTTI;ARARAQUARA;MATAO;5,06
909737;GLORIA DOS SANTOS FONSECA PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;5,81
909750;MARILENE TEREZINHA LONGHIM;SAO CARLOS;SAO CARLOS;6
909762;LUCIANO ARMENTANO;TAQUARITINGA;ITAPOLIS;8,05
909798;MARIA APARECIDA PINTO DE ABREU MAGNO PROFESSORA;SANTOS;BERTIOGA;4,42
909816;EMILIO JUSTO DEPUTADO;SANTOS;SANTOS;5,01
909828;JULIO PARDO COUTO PROFESSOR;SAO VICENTE;PRAIA GRANDE;6,16
909836;VILA TUPI;SAO VICENTE;PRAIA GRANDE;3,15
909865;JOSE DE ALMEIDA PINHEIRO JUNIOR PROFESSOR;SAO VICENTE;SAO VICENTE;4,88
909877;JOAQUIM LOPES LEAO PASTOR;SAO VICENTE;SAO VICENTE;5,57
909889;OSWALDO DOS SANTOS SOARES PROFESSOR DOUTOR;SAO VICENTE;SAO VICENTE;2,82
909907;ALBERTO AUGUSTO PASTOR;SAO VICENTE;SAO VICENTE;4,26
909919;ANGELO BARROS DE ARAUJO PROFESSOR;CARAGUATATUBA;CARAGUATATUBA;6,11
909993;ELIDE APPARECIDA CARLOS PROFESSORA ESCOLA ESTADUAL;JALES;URANIA;7,11
910004;BAIRRO DOS PAES;APIAI;GUAPIARA;7,29
910036;INAH LOPES DE OLIVEIRA MACEDO PROFA;BOTUCATU;ITATINGA;6,38
910077;JOAO BAPTISTA DO AMARAL VASCONCELLOS PROFESSOR;ITAPEVA;CAPAO BONITO;8,17
910089;DOROTY DAVID MUZEL PROFESSORA;ITARARE;ITABERA;9,63
910107;MARIA APARECIDA FERNANDES LEITE PROFA;ITU;PORTO FELIZ;4,84
910119;GUIDO DIAS DE ALMEIDA PROFESSOR;AVARE;TAQUARITUBA;7,07
910120;SALVADOR ORTEGA FERNANDES PROFESSOR;SOROCABA;SOROCABA;7,59
910132;LEONOR OLIVEIRA MARTINS PROFESSORA;VOTORANTIM;PIEDADE;7,26
910156;BAIRRO BOA ESPERANCA;REGISTRO;ELDORADO;9,08
910181;MARIO MARTINS PEREIRA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,89
910193;VERA LUCIA TORRES RODRIGUES AFFONSO PROFESSORA;ITAQUAQUECETUBA;POA;4,74
910200;FARID EID;MAUA;RIBEIRAO PIRES;4,3
910211;MARISA AFONSO SALERO PROFESSORA;MAUA;RIBEIRAO PIRES;4,13
910223;RIOLANDO CANNO PROFESSOR;DIADEMA;DIADEMA;3,09
910235;JOSE IAMAMOTO SOLDADO;DIADEMA;DIADEMA;5,13
910247;ERASMO BATISTA SILVA DE ALMEIDA;DIADEMA;DIADEMA;4,95
910259;MARIA VERA LOMBARDI SIQUEIRA PROFA;LESTE 2;SAO PAULO;3,1
910260;JOSE BORGES ANDRADE;LESTE 2;SAO PAULO;5,22
910272;MARIA REGINA MACHADO DE CASTRO GUIMARAES PROFA;LESTE 2;SAO PAULO;4,93
910284;SERGIO PAULO MUNIZ PIMENTA CAPITAO;LESTE 2;SAO PAULO;5,15
910296;FRIEDRICH VON VOITH;NORTE 1;SAO PAULO;3,6
910302;HELIOS HEBER LINO PROFESSOR;NORTE 1;SAO PAULO;4,02
910326;JOSE BAPTISTA RIOS CASTELLOES PROFESSOR;SUL 1;SAO PAULO;4,92
910338;WALDEMAR RODRIGUES DA SILVA PASTOR;SUL 1;SAO PAULO;4,98
910351;BELGICA ALLEONI BORGES PROFESSORA;SUMARE;SUMARE;5,02
910375;ANA MARIA DE CARVALHO PEREIRA;JACAREI;ARUJA;4,48
910387;FERNANDO ALUISO CORREA PROF;JACAREI;SANTA ISABEL;4,98
910405;PAULO DE OLIVEIRA MELLO PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;5,89
910429;HIROSHI SAKANO;REGISTRO;REGISTRO;7,58
910442;GABRIELA MARIA ELISABETH WIENKEM IRMA;OSASCO;OSASCO;5,9
910454;MARIA SOARES SANTOS PROFESSORA;ITAPEVI;ITAPEVI;5,57
910485;AMADOR AGUIAR;ITAPEVI;BARUERI;4,83
910521;ARTHUR RICCI MONSENHOR DOUTOR;JUNDIAI;ITUPEVA;4
910533;ORLANDO MAURICIO ZAMBOTTO;JUNDIAI;JARINU;5,52
910557;EVONIO MARQUES PROF;ITAPETININGA;ITAPETININGA;6,97
910569;BAIRRO NOSSA SENHORA DA CONCEICAO;ITAPECERICA DA SERRA;JUQUITIBA;6,21
910570;VILA SAO JOAQUIM II;CARAPICUIBA;COTIA;3,89
910582;CONCEICAO DA COSTA NEVES DEPUTADA;CARAPICUIBA;COTIA;4,27
910594;VICTOR GERALDO SIMONSEN;JUNDIAI;CAMPO LIMPO PAULISTA;3,74
910636;BENEDITO APARECIDO TAVARES PROF;CAIEIRAS;FRANCO DA ROCHA;4,4
910685;ANTONIO BALDUSCO PREFEITO;ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA;5,76
910715;EDE WILSON GONZAGA PROFESSOR;TABOAO DA SERRA;EMBU DAS ARTES;5,14
910764;CLARICE DE MAGALHAES CASTRO PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1,42
910776;FERNANDES SOARES PROF;LESTE 2;SAO PAULO;6,62
910788;ARCANGELO SFORCIM;LESTE 1;SAO PAULO;5,3
910797;TITO LIVIO FERREIRA PROFESSOR;LESTE 1;SAO PAULO;4,59
910831;GERALDINO DOS SANTOS DEPUTADO;LESTE 3;SAO PAULO;6,05
910843;THEREZINHA ARANHA MANTELLI;LESTE 1;SAO PAULO;2,94
910855;JOSE BORGES DOS SANTOS JUNIOR REV;LESTE 1;SAO PAULO;4,43
910867;ANTONIO FRANCISCO PAVANELLO PROFESSOR;SANTO ANDRE;SANTO ANDRE;2,23
910879;LEA APARECIDA DE OLIVEIRA VEREADORA;MAUA;MAUA;4,86
910880;MARIA THEREZINHA JORGE AMORIM;MAUA;MAUA;5,31
910995;OLINDA LEITE SINISGALLI PROFESSORA;NORTE 1;SAO PAULO;3,03
911008;URBANO DE OLIVEIRA PINTO REV;LESTE 1;SAO PAULO;4,53
911033;HENRIQUE DE SOUZA FILHO HENFIL;CENTRO SUL;SAO PAULO;3,33
911069;DINAH DE MORAES E SEIXAS PROFESSORA;JAU;PEDERNEIRAS;6,31
911112;LAVINIA RIBEIRO ARANHA PROFESSORA;JUNDIAI;VARZEA PAULISTA;4,75
911124;BENEDITO FLORES DE AZEVEDO;MOGI MIRIM;ITAPIRA;5,08
911148;OSCAR DE ALMEIDA PROFESSORA;LIMEIRA;RIO CLARO;4,69
911173;ALFREDO MACHADO;ADAMANTINA;DRACENA;6,34
911203;ADELINO CHUBA GUIMARO PROFESSOR;SANTO ANASTACIO;PRESIDENTE EPITACIO;7,17
911215;JOAQUIM RODRIGUES FILHO PROFESSOR;SANTO ANASTACIO;PRESIDENTE EPITACIO;7,52
911252;ADELINA PASQUINO CASSIS PROFA;FRANCA;FRANCA;4,14
911264;ISRAEL NICEUS MOREIRA PROF;FRANCA;FRANCA;4,32
911276;MICHEL HABER PROF;FRANCA;FRANCA;5,06
911288;JOSE RICARDO PUCCI PROF;FRANCA;FRANCA;5,53
911306;ROSANGELA BASILE PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;7,1
911331;JARDIM SAO JOAO;SAO VICENTE;PERUIBE;3,94
911343;VITALINO BERNINI PADRE PROFESSOR;SAO VICENTE;PERUIBE;6,58
911392;JOAQUIM DE MOURA CANDELARIA PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;3,95
911446;IRIA BARBIERI VITA PROFESSORA;JOSE BONIFACIO;MIRASSOL;4,94
911461;OSCAR DE BARROS SERRA DORIA DOUTOR;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;5,54
911537;DILSON FUNARO MINISTRO;NORTE 2;SAO PAULO;6,05
911677;FABIO HACL PINOLA PROFESSORA;BRAGANCA PAULISTA;NAZARE PAULISTA;5,72
911744;ROSINA FRAZATTO DOS SANTOS PROFESSORA;CAMPINAS OESTE;CAMPINAS;7,22
911884;MARIA JOSE MORAIS DE CARVALHO PROFESSORA;MIRACATU;MIRACATU;8,36
911896;GUERINO VEDOATO;ARARAQUARA;MATAO;3,92
912013;JULIA RIBEIRO BRETAS PROFA;APIAI;APIAI;9,1
912037;MARIA BERNARDETI FERNANDES RODRIGUES PROFA;APIAI;ITAPIRAPUA PAULISTA;9,2
912086;ROMEU ALBERTI DOM;RIBEIRAO PRETO;RIBEIRAO PRETO;3,08
912098;EDDA CARDOZO DE SOUZA MARCUSSI;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;5,02
912177;HERACLIDES BATALHA DE CAMARGO DESEMBARGADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;5,78
912190;PAULO TAPAJOS;MOGI DAS CRUZES;MOGI DAS CRUZES;6,54
912268;IRINEU MONTEIRO DE PINHO REV;LESTE 1;SAO PAULO;4,89
912293;NEMESIO CANDIDO GOMES;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,05
912300;JOSE OLYMPIO PEREIRA FILHO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,01
912311;MAURICIO ALVES BRAZ VEREADOR;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,5
912323;JOAQUIM GONCALVES FERREIRA DA SILVA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,92
912335;FILOMENA HENARES MILANO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;6,35
912347;ROSARIA ISOLINA DE MORAES DONA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,06
912360;OSMAR TEIXEIRA SERRA REV PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;6,47
912384;MERCEDES VALENTINA GIANNOCARIO PROFESSORA;MAUA;MAUA;5,1
912396;SAO PAULO DA CRUZ;OSASCO;OSASCO;3,7
912402;FRANCISCO DE PAULA TEIXEIRA;ITAPECERICA DA SERRA;EMBU-GUACU;6,02
912487;JOSE LEME LOPES DOUTOR;GUARULHOS NORTE;GUARULHOS;5,78
912578;PAULO AFONSO DE TOLEDO DUARTE PROFESSOR;TABOAO DA SERRA;EMBU DAS ARTES;4,67
912585;MARIA APPARECIDA NIGRO GAVA PROFESSORA;TABOAO DA SERRA;TABOAO DA SERRA;3,31
912612;ANTONIO JOSE CAMPOS DE MENEZES PROFESSOR;SUZANO;SUZANO;5,89
912682;NEUSA DEMETRIO PROFESSORA;TABOAO DA SERRA;TABOAO DA SERRA;4,68
912712;JOSE ANTONIO COUTINHO CONDINO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,43
912827;FIORAVANTE LUIZ ANGOLINI;AMERICANA;SANTA BARBARA D'OESTE;5,2
912852;RENATO DE AZEVEDO REZENDE;BRAGANCA PAULISTA;ATIBAIA;6,39
912864;SILES COLI PROFESSOR;BRAGANCA PAULISTA;BRAGANCA PAULISTA;5,43
912888;INALDO MANTA DESPORTISTA;BRAGANCA PAULISTA;BRAGANCA PAULISTA;5,21
912897;CLELIA DE BARROS LEITE DA SILVA PROFESSORA;BRAGANCA PAULISTA;NAZARE PAULISTA;7,16
912906;MARIA ODETTE DA SILVEIRA LEITE FRATTINI PROFESSORA;BRAGANCA PAULISTA;SOCORRO;5,97
912918;HELENA JOSE BONFA PROFESSORA;BRAGANCA PAULISTA;SOCORRO;6,54
912924;EUNICE VIRGINIA RAMOS NAVERO PROFESSORA;CAMPINAS LESTE;CAMPINAS;1,76
913005;ANTONIO CARLOS PACHECO E SILVA;CAMPINAS OESTE;CAMPINAS;3,65
913017;CARMELA CHIARA GINEFRA PROFESSORA;CAPIVARI;MONTE MOR;3,3
913078;BENEDICTO LOSCHI;JUNDIAI;JUNDIAI;3,19
913157;ROMANA DE OLIVEIRA SALLES CUNHA PROFA;AMERICANA;SANTA BARBARA D'OESTE;4,59
913340;QUADRA DA;BOTUCATU;QUADRA;5,49
913418;PAULO EDUARDO OLINTHO REHDER JORNALISTA;ITAQUAQUECETUBA;POA;3,29
913424;BAIRRO DAS SENHORINHAS;ITAPECERICA DA SERRA;JUQUITIBA;5,9
913431;ROSSINE CAMARGO GUARNIERI;SUL 3;SAO PAULO;7,86
913443;JOSE DE BARROS MARTINS EDITOR;CAIEIRAS;FRANCISCO MORATO;5,85
913455;JARDIM SAO FRANCISCO;CAIEIRAS;MAIRIPORA;4,46
913522;JAIME DE OLIVEIRA PROF;APIAI;BARRA DO CHAPEU;8,97
913534;TOSHIMARO KACUTA COMENDADOR;APIAI;GUAPIARA;8,14
913546;BAIRRO MONJOLADA;APIAI;GUAPIARA;9,04
913571;PAULINA DE MORAIS PROFA;APIAI;RIBEIRAO BRANCO;8,3
913583;HIROSHI KOSUGE;APIAI;RIBEIRAO BRANCO;7,65
913625;JADYR GUIMARAES CASTRO PROFA;AMERICANA;SANTA BARBARA D'OESTE;3,63
913649;UMBERTO CONTE CHECCHIA PROFESSOR;LESTE 1;SAO PAULO;4,2
913736;ORLANDO DA COSTA TELLES;SAO CARLOS;IBATE;6,16
913741;BENEDICTO RODRIGUES PROFESSOR;VOTORANTIM;SALTO DE PIRAPORA;5,99
913765;LUIZ CARLOS GOMES;BAURU;BAURU;6,01
913807;OMAR DAIBERT REVERENDO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;4,15
913820;FRANCISCO VOCCIO;NORTE 2;SAO PAULO;2,61
913832;MARIA APARECIDA FELIX PORTO PROFESSORA;GUARULHOS SUL;GUARULHOS;4,42
913856;ESMERALDA MILANO MARONI PROFESSORA;BIRIGUI;BIRIGUI;5,37
913868;LUIZA MARIA BERNARDES NORY PROFESSORA;PENAPOLIS;PENAPOLIS;5,75
913923;PAULO LUIZ DECOURT PROFESSOR;CAMPINAS OESTE;CAMPINAS;2,85
913972;DEOLINDA MANEIRA SEVERO PROFESSORA;CAPIVARI;INDAIATUBA;4,79
913984;ANTONIO MOBILI PADRE;CAMPINAS OESTE;CAMPINAS;6,6
913996;ANNA CALVO DE GODOY PROFESSORA;CAMPINAS LESTE;JAGUARIUNA;2,96
914009;JOANA DE AGUIRRE MARINS PEIXOTO PROFESSORA;CAPIVARI;MONTE MOR;5,49
914010;ANA FERRARI ROSSI;MOGI MIRIM;PEDREIRA;5,95
914137;AUGUSTO MELEGA;PIRACICABA;PIRACICABA;3,3
914174;JOANNA DI FELIPPE PROFESSORA;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;5,51
914198;AMELIA LOPES ANDERS PROFA;MARILIA;MARILIA;4,43
914265;ANGELINA LIA ROLFSEN PROFA;ARARAQUARA;ARARAQUARA;4,37
914290;LAURA DE MELLO FRANCO PROFA;FRANCA;FRANCA;5,04
914307;SERGIO LECA TEIXEIRA PROF;FRANCA;FRANCA;6,02
914356;BASILIO RODRIGUES DA SILVA PROFESSOR;SERTAOZINHO;PONTAL;5,99
914368;ARIOVALDO DA FONSECA PROF DR;TAQUARITINGA;IBITINGA;5,91
914373;NILTON ROBERT PROSPERO PROF;TAQUARITINGA;ITAPOLIS;7,89
914411;DARCY FEDERICI PACHECO PROFESSOR;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;5,03
914435;CELIA KEIKO IKEDA PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;4,73
914459;MARGARIDA MAIA DE ALMEIDA VIEIRA PROFESSORA;TAUBATE;CACAPAVA;5,62
914460;MIGUEL PISTILLI;TAUBATE;TAUBATE;4,17
914484;ERUCE PAULUCCI PROFESSOR;AVARE;AVARE;7,03
914514;OTILIA DE PAULA LEITE PROFA;ITU;SALTO;3
914587;BAIRRO CARMO MESSIAS;SAO ROQUE;IBIUNA;6,27
914605;WILSON RAMOS BRANDAO PROFESSOR;SOROCABA;SOROCABA;5,53
914617;OVIDIO ANTONIO DE SOUZA REVDO;SOROCABA;SOROCABA;6,17
914629;GENEZIA IZABEL CARDOSO MENCACCI PROFESSORA;SOROCABA;SOROCABA;5,03
914630;JORGE MADUREIRA PROFESSOR;SOROCABA;SOROCABA;5,09
914666;DIMPINA ROCHA LOPES PROFESSORA;VOTORANTIM;PIEDADE;6,66
914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;LESTE 4;SAO PAULO;3,53
914691;LIVIO XAVIER;LESTE 2;SAO PAULO;5,15
914708;ARACI ZEBRAL TEIXEIRA;LESTE 2;SAO PAULO;4,72
914712;SERGIO ESTANISLAU CAMARGO;LESTE 3;SAO PAULO;4,86
914721;ZIPORA RUBINSTEIN PROFESSORA;LESTE 3;SAO PAULO;4,15
914733;FLAVIO LA SELVA PROFESSOR;SUL 2;SAO PAULO;5,16
914745;NORBERTO ALVES RODRIGUES PROFESSOR;SUL 2;SAO PAULO;4,34
914757;MARIA CELIA FALCAO RODRIGUES PROFESSORA;GUARULHOS NORTE;GUARULHOS;5,57
914769;MIQUELINA PEDROSO MAGNANI PROFESSORA;SANTO ANDRE;SANTO ANDRE;4,99
914782;DONIZETTI APARECIDO LEITE PROFESSOR;ITAPECERICA DA SERRA;EMBU-GUACU;5,62
914794;EURICO DA SILVA BASTOS DOUTOR PROFESSOR;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;5,16
914800;ADALBERTO MECCA SAMPAIO PROFESSOR;CARAPICUIBA;CARAPICUIBA;4,64
914812;MANOEL DE MELO MISSIONARIO;LESTE 4;SAO PAULO;3,96
914824;PASQUALE FILIPPELLI PADRE;SUL 1;SAO PAULO;5,67
914836;RENE MUAWAD PRESIDENTE;SUL 3;SAO PAULO;4,35
914848;BAIRRO DOS PENTEADOS;ITAPECERICA DA SERRA;EMBU-GUACU;7,29
914859;ANDREI SAKHAROV;CARAPICUIBA;CARAPICUIBA;4,65
914873;UACURY RIBEIRO DE ASSIS BASTOS PROFESSOR;CAMPINAS LESTE;CAMPINAS;4,48
914885;SERGIO PEREIRA PORTO FISICO;CAMPINAS LESTE;CAMPINAS;1,54
914897;FRANCISCO DE ASSIS;CAMPINAS OESTE;CAMPINAS;5,7
914915;MARIA GERTRUDES CARDOSO REBELLO IRMA;LIMEIRA;LIMEIRA;4,93
914927;DORIVALDO DAMM PROFESSOR;LIMEIRA;LIMEIRA;4,64
914940;SAVINO CAMPIGLI;SUMARE;SUMARE;3,62
914988;ORLANDO PEREZ PROFESSOR;SAO CARLOS;SAO CARLOS;5,84
914997;ATTILIA PRADO MARGARIDO;SAO CARLOS;SAO CARLOS;3,99
915002;LUIZ MARCARI;SERTAOZINHO;BARRINHA;5,16
915026;JOAO MOROTTI FILHO;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,68
915075;BAIRRO BOA VISTA INTERVALES;ITAPEVA;RIBEIRAO GRANDE;7,63
915087;BAIRRO FERREIRA DOS MATOS;ITAPEVA;RIBEIRAO GRANDE;7,58
915105;BAIRRO DO TOME;ITARARE;ITABERA;8,46
915117;RICARDO CAMPOLIM DE ALMEIDA NETO;ITAPEVA;NOVA CAMPINA;6,87
915233;BUENO DE AZEVEDO FILHO PROF;CAIEIRAS;FRANCISCO MORATO;4,22
915269;CONDOMINIO RESIDENCIAL VILLAGE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,43
915282;BAIRRO VITALINO;ITAPECERICA DA SERRA;JUQUITIBA;8,59
915497;RICARDO SAMPAIO CARDOSO JUDOCA;SANTOS;SANTOS;5,67
915555;CORDELIA RIBEIRO RAGOZO PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;2,71
915580;ENEAS CEZAR FERREIRA DOUTOR;CAMPINAS OESTE;CAMPINAS;4,27
915592;HUGO PENTEADO TEIXEIRA;CAMPINAS OESTE;CAMPINAS;6,02
915609;BAIRRO DE MONTE SERRAT;JUNDIAI;ITUPEVA;5,06
915658;MARLY DIVA BONFANTI PROFA;NORTE 2;SAO PAULO;4,39
915661;EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA;NORTE 2;SAO PAULO;5,96
915671;HERMINIA DE ANDRADE PFUHL NEVES PROFESSORA;LESTE 1;SAO PAULO;4,3
915683;JARDIM DAS CAMELIAS;LESTE 1;SAO PAULO;5,16
915695;RENATO DIAS DE ARAUJO PROF;LESTE 2;SAO PAULO;6,09
915701;BRENO DI GRADO PROF;LESTE 2;SAO PAULO;6,32
915725;JACQUES ORLANDO CAMINHA D AVILA REVERENDO;SUL 2;SAO PAULO;4,4
